#Bulk Export - Points every 1 day(s),,,,
,,0570061RF,0570051RF,0570021RF
,,LDG. NADA AT PAHANG (3931013),SG. LEMBING PAHANG CONSOLIDATED COMPANY LIMITED MILL AT PAHANG (3930012),LDG. KUALA REMAN AT PAHANG (3931014)
,,Rainfall.Primary,Rainfall.Primary,Rainfall.Primary
Start of Interval (UTC+08:00),End of Interval (UTC+08:00),Total (mm),Total (mm),Total (mm)
2016-07-17 00:00:00,2016-07-18 00:00:00,0.5,32.7,7.0
2016-07-18 00:00:00,2016-07-19 00:00:00,56.0,15.3,44.2
2016-07-19 00:00:00,2016-07-20 00:00:00,1.0,3.0,0.3
2016-07-20 00:00:00,2016-07-21 00:00:00,85.3,25.0,42.0
2016-07-21 00:00:00,2016-07-22 00:00:00,0.2,0.0,0.0
2016-07-22 00:00:00,2016-07-23 00:00:00,5.5,11.0,5.0
2016-07-23 00:00:00,2016-07-24 00:00:00,0.5,0.0,0.0
2016-07-24 00:00:00,2016-07-25 00:00:00,0.0,11.5,0.0
2016-07-25 00:00:00,2016-07-26 00:00:00,0.0,0.0,0.0
2016-07-26 00:00:00,2016-07-27 00:00:00,28.4,14.7,13.5
2016-07-27 00:00:00,2016-07-28 00:00:00,0.5,0.3,0.0
2016-07-28 00:00:00,2016-07-29 00:00:00,0.1,1.5,0.0
2016-07-29 00:00:00,2016-07-30 00:00:00,0.0,0.0,0.0
2016-07-30 00:00:00,2016-07-31 00:00:00,0.5,7.8,1.0
2016-07-31 00:00:00,2016-08-01 00:00:00,0.5,0.2,7.5
2016-08-01 00:00:00,2016-08-02 00:00:00,0.0,0.0,0.0
2016-08-02 00:00:00,2016-08-03 00:00:00,0.0,0.0,0.0
2016-08-03 00:00:00,2016-08-04 00:00:00,0.0,0.0,0.0
2016-08-04 00:00:00,2016-08-05 00:00:00,0.0,0.0,0.0
2016-08-05 00:00:00,2016-08-06 00:00:00,0.4,0.0,0.4
2016-08-06 00:00:00,2016-08-07 00:00:00,1.1,0.0,0.6
2016-08-07 00:00:00,2016-08-08 00:00:00,30.0,24.0,19.5
2016-08-08 00:00:00,2016-08-09 00:00:00,0.0,0.0,0.0
2016-08-09 00:00:00,2016-08-10 00:00:00,0.0,0.0,0.0
2016-08-10 00:00:00,2016-08-11 00:00:00,1.9,0.5,3.3
2016-08-11 00:00:00,2016-08-12 00:00:00,2.1,5.5,4.2
2016-08-12 00:00:00,2016-08-13 00:00:00,0.0,0.0,0.0
2016-08-13 00:00:00,2016-08-14 00:00:00,18.0,2.5,0.0
2016-08-14 00:00:00,2016-08-15 00:00:00,0.0,0.0,0.0
2016-08-15 00:00:00,2016-08-16 00:00:00,0.0,0.0,0.0
2016-08-16 00:00:00,2016-08-17 00:00:00,0.0,0.0,0.0
2016-08-17 00:00:00,2016-08-18 00:00:00,0.0,7.8,0.0
2016-08-18 00:00:00,2016-08-19 00:00:00,0.0,1.7,5.5
2016-08-19 00:00:00,2016-08-20 00:00:00,20.0,43.5,15.0
2016-08-20 00:00:00,2016-08-21 00:00:00,49.2,35.5,57.5
2016-08-21 00:00:00,2016-08-22 00:00:00,0.3,2.0,8.0
2016-08-22 00:00:00,2016-08-23 00:00:00,0.0,0.0,0.0
2016-08-23 00:00:00,2016-08-24 00:00:00,1.0,28.5,5.0
2016-08-24 00:00:00,2016-08-25 00:00:00,0.0,0.0,0.5
2016-08-25 00:00:00,2016-08-26 00:00:00,0.5,0.0,0.5
2016-08-26 00:00:00,2016-08-27 00:00:00,1.5,0.5,2.5
2016-08-27 00:00:00,2016-08-28 00:00:00,0.0,0.0,0.5
2016-08-28 00:00:00,2016-08-29 00:00:00,5.0,3.5,16.5
2016-08-29 00:00:00,2016-08-30 00:00:00,0.4,0.0,2.0
2016-08-30 00:00:00,2016-08-31 00:00:00,71.1,24.5,78.5
2016-08-31 00:00:00,2016-09-01 00:00:00,0.0,0.0,0.0
2016-09-01 00:00:00,2016-09-02 00:00:00,1.0,6.0,0.0
2016-09-02 00:00:00,2016-09-03 00:00:00,0.0,1.2,0.0
2016-09-03 00:00:00,2016-09-04 00:00:00,0.0,0.3,0.0
2016-09-04 00:00:00,2016-09-05 00:00:00,1.5,13.0,0.0
2016-09-05 00:00:00,2016-09-06 00:00:00,1.0,53.2,6.7
2016-09-06 00:00:00,2016-09-07 00:00:00,2.1,1.8,2.3
2016-09-07 00:00:00,2016-09-08 00:00:00,0.9,0.0,0.0
2016-09-08 00:00:00,2016-09-09 00:00:00,0.5,4.0,0.8
2016-09-09 00:00:00,2016-09-10 00:00:00,0.0,0.0,0.2
2016-09-10 00:00:00,2016-09-11 00:00:00,0.0,0.0,0.0
2016-09-11 00:00:00,2016-09-12 00:00:00,1.0,0.0,4.0
2016-09-12 00:00:00,2016-09-13 00:00:00,0.0,0.0,0.0
2016-09-13 00:00:00,2016-09-14 00:00:00,17.5,24.1,17.0
2016-09-14 00:00:00,2016-09-15 00:00:00,13.0,32.9,7.0
2016-09-15 00:00:00,2016-09-16 00:00:00,0.5,0.0,10.0
2016-09-16 00:00:00,2016-09-17 00:00:00,0.0,0.4,0.9
2016-09-17 00:00:00,2016-09-18 00:00:00,0.5,0.1,0.1
2016-09-18 00:00:00,2016-09-19 00:00:00,5.4,2.3,29.3
2016-09-19 00:00:00,2016-09-20 00:00:00,3.1,4.2,1.7
2016-09-20 00:00:00,2016-09-21 00:00:00,0.0,0.0,0.4
2016-09-21 00:00:00,2016-09-22 00:00:00,19.1,7.5,3.7
2016-09-22 00:00:00,2016-09-23 00:00:00,16.9,12.0,10.4
2016-09-23 00:00:00,2016-09-24 00:00:00,20.0,15.0,24.5
2016-09-24 00:00:00,2016-09-25 00:00:00,0.4,0.4,0.4
2016-09-25 00:00:00,2016-09-26 00:00:00,34.6,56.1,19.6
2016-09-26 00:00:00,2016-09-27 00:00:00,0.5,7.0,0.5
2016-09-27 00:00:00,2016-09-28 00:00:00,3.5,35.9,14.0
2016-09-28 00:00:00,2016-09-29 00:00:00,6.0,0.1,12.5
2016-09-29 00:00:00,2016-09-30 00:00:00,22.0,3.0,10.5
2016-09-30 00:00:00,2016-10-01 00:00:00,8.6,19.5,0.5
2016-10-01 00:00:00,2016-10-02 00:00:00,31.9,69.5,27.5
2016-10-02 00:00:00,2016-10-03 00:00:00,0.0,0.0,0.0
2016-10-03 00:00:00,2016-10-04 00:00:00,0.0,0.0,0.0
2016-10-04 00:00:00,2016-10-05 00:00:00,25.5,20.5,37.5
2016-10-05 00:00:00,2016-10-06 00:00:00,0.5,0.2,0.0
2016-10-06 00:00:00,2016-10-07 00:00:00,15.5,5.8,0.5
2016-10-07 00:00:00,2016-10-08 00:00:00,0.0,0.0,0.0
2016-10-08 00:00:00,2016-10-09 00:00:00,0.0,0.0,0.0
2016-10-09 00:00:00,2016-10-10 00:00:00,12.5,14.5,9.0
2016-10-10 00:00:00,2016-10-11 00:00:00,24.1,23.3,26.4
2016-10-11 00:00:00,2016-10-12 00:00:00,2.4,8.7,1.1
2016-10-12 00:00:00,2016-10-13 00:00:00,37.7,18.7,50.6
2016-10-13 00:00:00,2016-10-14 00:00:00,1.2,0.8,0.9
2016-10-14 00:00:00,2016-10-15 00:00:00,15.0,40.5,23.5
2016-10-15 00:00:00,2016-10-16 00:00:00,0.4,0.4,0.0
2016-10-16 00:00:00,2016-10-17 00:00:00,9.6,89.6,8.0
2016-10-17 00:00:00,2016-10-18 00:00:00,0.5,0.0,0.0
2016-10-18 00:00:00,2016-10-19 00:00:00,0.0,0.5,1.5
2016-10-19 00:00:00,2016-10-20 00:00:00,14.5,5.5,7.0
2016-10-20 00:00:00,2016-10-21 00:00:00,0.0,0.0,0.0
2016-10-21 00:00:00,2016-10-22 00:00:00,0.9,0.4,0.4
2016-10-22 00:00:00,2016-10-23 00:00:00,4.6,3.6,4.5
2016-10-23 00:00:00,2016-10-24 00:00:00,1.5,12.5,2.5
2016-10-24 00:00:00,2016-10-25 00:00:00,3.0,2.5,2.0
2016-10-25 00:00:00,2016-10-26 00:00:00,22.1,0.5,30.0
2016-10-26 00:00:00,2016-10-27 00:00:00,10.2,0.7,8.7
2016-10-27 00:00:00,2016-10-28 00:00:00,6.7,20.8,14.3
2016-10-28 00:00:00,2016-10-29 00:00:00,0.3,0.4,0.5
2016-10-29 00:00:00,2016-10-30 00:00:00,5.7,23.1,4.0
2016-10-30 00:00:00,2016-10-31 00:00:00,53.5,9.0,34.0
2016-10-31 00:00:00,2016-11-01 00:00:00,33.5,34.6,36.7
2016-11-01 00:00:00,2016-11-02 00:00:00,6.3,6.0,4.8
2016-11-02 00:00:00,2016-11-03 00:00:00,5.6,4.5,20.5
2016-11-03 00:00:00,2016-11-04 00:00:00,0.1,0.0,0.0
2016-11-04 00:00:00,2016-11-05 00:00:00,5.2,11.5,3.0
2016-11-05 00:00:00,2016-11-06 00:00:00,18.2,36.8,12.5
2016-11-06 00:00:00,2016-11-07 00:00:00,24.8,18.0,16.8
2016-11-07 00:00:00,2016-11-08 00:00:00,17.2,46.2,21.2
2016-11-08 00:00:00,2016-11-09 00:00:00,11.5,3.0,64.5
2016-11-09 00:00:00,2016-11-10 00:00:00,1.5,0.0,0.0
2016-11-10 00:00:00,2016-11-11 00:00:00,0.5,5.5,9.5
2016-11-11 00:00:00,2016-11-12 00:00:00,5.8,7.5,1.0
2016-11-12 00:00:00,2016-11-13 00:00:00,3.5,5.5,3.5
2016-11-13 00:00:00,2016-11-14 00:00:00,2.7,0.0,0.5
2016-11-14 00:00:00,2016-11-15 00:00:00,6.0,4.5,6.0
2016-11-15 00:00:00,2016-11-16 00:00:00,8.5,15.5,13.5
2016-11-16 00:00:00,2016-11-17 00:00:00,0.0,38.5,0.5
2016-11-17 00:00:00,2016-11-18 00:00:00,24.5,23.7,0.5
2016-11-18 00:00:00,2016-11-19 00:00:00,33.7,5.9,77.7
2016-11-19 00:00:00,2016-11-20 00:00:00,1.7,3.2,7.8
2016-11-20 00:00:00,2016-11-21 00:00:00,2.6,10.5,0.5
2016-11-21 00:00:00,2016-11-22 00:00:00,23.2,30.1,23.5
2016-11-22 00:00:00,2016-11-23 00:00:00,57.8,3.0,54.0
2016-11-23 00:00:00,2016-11-24 00:00:00,0.5,15.0,0.5
2016-11-24 00:00:00,2016-11-25 00:00:00,5.0,3.0,4.5
2016-11-25 00:00:00,2016-11-26 00:00:00,3.0,1.0,0.0
2016-11-26 00:00:00,2016-11-27 00:00:00,5.3,6.6,0.5
2016-11-27 00:00:00,2016-11-28 00:00:00,13.2,4.4,22.0
2016-11-28 00:00:00,2016-11-29 00:00:00,0.4,0.4,3.3
2016-11-29 00:00:00,2016-11-30 00:00:00,56.6,52.1,59.7
2016-11-30 00:00:00,2016-12-01 00:00:00,0.5,0.0,0.0
2016-12-01 00:00:00,2016-12-02 00:00:00,45.5,37.6,45.5
2016-12-02 00:00:00,2016-12-03 00:00:00,4.9,4.8,2.9
2016-12-03 00:00:00,2016-12-04 00:00:00,25.6,14.9,26.9
2016-12-04 00:00:00,2016-12-05 00:00:00,0.3,0.2,0.7
2016-12-05 00:00:00,2016-12-06 00:00:00,0.2,0.5,0.0
2016-12-06 00:00:00,2016-12-07 00:00:00,1.0,1.0,13.0
2016-12-07 00:00:00,2016-12-08 00:00:00,3.5,10.2,5.0
2016-12-08 00:00:00,2016-12-09 00:00:00,10.5,7.9,34.0
2016-12-09 00:00:00,2016-12-10 00:00:00,0.4,0.4,0.0
2016-12-10 00:00:00,2016-12-11 00:00:00,20.0,5.5,24.4
2016-12-11 00:00:00,2016-12-12 00:00:00,7.1,5.5,3.6
2016-12-12 00:00:00,2016-12-13 00:00:00,0.0,0.0,0.5
2016-12-13 00:00:00,2016-12-14 00:00:00,8.9,0.5,11.7
2016-12-14 00:00:00,2016-12-15 00:00:00,9.6,0.0,4.8
2016-12-15 00:00:00,2016-12-16 00:00:00,0.0,0.0,0.5
2016-12-16 00:00:00,2016-12-17 00:00:00,21.0,29.0,38.4
2016-12-17 00:00:00,2016-12-18 00:00:00,33.5,20.0,20.8
2016-12-18 00:00:00,2016-12-19 00:00:00,1.0,0.5,0.3
2016-12-19 00:00:00,2016-12-20 00:00:00,0.5,1.3,0.8
2016-12-20 00:00:00,2016-12-21 00:00:00,33.6,43.2,31.7
2016-12-21 00:00:00,2016-12-22 00:00:00,10.9,3.7,22.5
2016-12-22 00:00:00,2016-12-23 00:00:00,3.3,0.3,3.8
2016-12-23 00:00:00,2016-12-24 00:00:00,1.7,5.4,3.1
2016-12-24 00:00:00,2016-12-25 00:00:00,26.1,16.6,22.1
2016-12-25 00:00:00,2016-12-26 00:00:00,5.9,6.6,3.1
2016-12-26 00:00:00,2016-12-27 00:00:00,9.6,6.9,8.9
2016-12-27 00:00:00,2016-12-28 00:00:00,4.0,2.5,1.0
2016-12-28 00:00:00,2016-12-29 00:00:00,0.0,0.0,0.0
2016-12-29 00:00:00,2016-12-30 00:00:00,0.0,0.0,0.0
2016-12-30 00:00:00,2016-12-31 00:00:00,8.2,18.8,2.3
2016-12-31 00:00:00,2017-01-01 00:00:00,38.2,30.9,25.0
2017-01-01 00:00:00,2017-01-02 00:00:00,27.8,30.0,23.6
2017-01-02 00:00:00,2017-01-03 00:00:00,17.8,43.3,10.1
2017-01-03 00:00:00,2017-01-04 00:00:00,1.5,2.0,2.5
2017-01-04 00:00:00,2017-01-05 00:00:00,0.0,0.0,0.0
2017-01-05 00:00:00,2017-01-06 00:00:00,0.0,0.0,0.0
2017-01-06 00:00:00,2017-01-07 00:00:00,0.0,0.4,0.5
2017-01-07 00:00:00,2017-01-08 00:00:00,0.5,3.1,4.0
2017-01-08 00:00:00,2017-01-09 00:00:00,0.0,0.0,0.0
2017-01-09 00:00:00,2017-01-10 00:00:00,0.0,0.0,2.0
2017-01-10 00:00:00,2017-01-11 00:00:00,0.0,0.0,0.0
2017-01-11 00:00:00,2017-01-12 00:00:00,1.2,25.0,1.1
2017-01-12 00:00:00,2017-01-13 00:00:00,0.3,0.0,0.4
2017-01-13 00:00:00,2017-01-14 00:00:00,3.0,3.0,0.5
2017-01-14 00:00:00,2017-01-15 00:00:00,33.5,13.5,34.0
2017-01-15 00:00:00,2017-01-16 00:00:00,0.0,0.0,0.0
2017-01-16 00:00:00,2017-01-17 00:00:00,0.0,0.5,0.0
2017-01-17 00:00:00,2017-01-18 00:00:00,21.8,12.4,8.5
2017-01-18 00:00:00,2017-01-19 00:00:00,3.7,3.1,4.0
2017-01-19 00:00:00,2017-01-20 00:00:00,0.0,25.0,1.0
2017-01-20 00:00:00,2017-01-21 00:00:00,18.6,29.6,15.1
2017-01-21 00:00:00,2017-01-22 00:00:00,36.9,23.1,47.0
2017-01-22 00:00:00,2017-01-23 00:00:00,21.2,26.1,13.1
2017-01-23 00:00:00,2017-01-24 00:00:00,32.8,33.0,17.9
2017-01-24 00:00:00,2017-01-25 00:00:00,153.0,155.7,160.4
2017-01-25 00:00:00,2017-01-26 00:00:00,71.7,59.0,65.0
2017-01-26 00:00:00,2017-01-27 00:00:00,12.3,19.5,8.5
2017-01-27 00:00:00,2017-01-28 00:00:00,28.5,30.1,21.5
2017-01-28 00:00:00,2017-01-29 00:00:00,0.0,0.0,0.0
2017-01-29 00:00:00,2017-01-30 00:00:00,0.0,0.0,0.0
2017-01-30 00:00:00,2017-01-31 00:00:00,13.0,1.0,4.5
2017-01-31 00:00:00,2017-02-01 00:00:00,0.0,28.0,3.0
2017-02-01 00:00:00,2017-02-02 00:00:00,0.0,0.0,0.0
2017-02-02 00:00:00,2017-02-03 00:00:00,0.0,0.0,0.0
2017-02-03 00:00:00,2017-02-04 00:00:00,25.5,30.3,9.0
2017-02-04 00:00:00,2017-02-05 00:00:00,1.8,13.9,4.8
2017-02-05 00:00:00,2017-02-06 00:00:00,8.7,38.7,3.1
2017-02-06 00:00:00,2017-02-07 00:00:00,20.0,NaN,3.6
2017-02-07 00:00:00,2017-02-08 00:00:00,0.0,NaN,0.0
2017-02-08 00:00:00,2017-02-09 00:00:00,0.5,NaN,0.0
2017-02-09 00:00:00,2017-02-10 00:00:00,0.0,NaN,0.0
2017-02-10 00:00:00,2017-02-11 00:00:00,0.0,NaN,0.0
2017-02-11 00:00:00,2017-02-12 00:00:00,1.7,NaN,3.0
2017-02-12 00:00:00,2017-02-13 00:00:00,3.3,NaN,5.6
2017-02-13 00:00:00,2017-02-14 00:00:00,16.0,NaN,13.2
2017-02-14 00:00:00,2017-02-15 00:00:00,2.0,NaN,7.7
2017-02-15 00:00:00,2017-02-16 00:00:00,4.3,NaN,12.3
2017-02-16 00:00:00,2017-02-17 00:00:00,4.7,NaN,2.7
2017-02-17 00:00:00,2017-02-18 00:00:00,0.0,NaN,0.0
2017-02-18 00:00:00,2017-02-19 00:00:00,3.5,NaN,27.5
2017-02-19 00:00:00,2017-02-20 00:00:00,1.5,NaN,0.0
2017-02-20 00:00:00,2017-02-21 00:00:00,0.0,NaN,0.0
2017-02-21 00:00:00,2017-02-22 00:00:00,0.0,NaN,0.0
2017-02-22 00:00:00,2017-02-23 00:00:00,0.0,NaN,0.0
2017-02-23 00:00:00,2017-02-24 00:00:00,0.0,NaN,0.0
2017-02-24 00:00:00,2017-02-25 00:00:00,31.5,NaN,19.5
2017-02-25 00:00:00,2017-02-26 00:00:00,15.0,NaN,1.0
2017-02-26 00:00:00,2017-02-27 00:00:00,31.8,NaN,50.2
2017-02-27 00:00:00,2017-02-28 00:00:00,90.0,NaN,63.9
2017-02-28 00:00:00,2017-03-01 00:00:00,6.4,NaN,11.3
2017-03-01 00:00:00,2017-03-02 00:00:00,42.0,NaN,41.9
2017-03-02 00:00:00,2017-03-03 00:00:00,43.3,NaN,34.3
2017-03-03 00:00:00,2017-03-04 00:00:00,5.5,NaN,5.0
2017-03-04 00:00:00,2017-03-05 00:00:00,0.0,NaN,0.0
2017-03-05 00:00:00,2017-03-06 00:00:00,0.0,NaN,0.0
2017-03-06 00:00:00,2017-03-07 00:00:00,0.0,NaN,0.0
2017-03-07 00:00:00,2017-03-08 00:00:00,0.5,0.0,0.5
2017-03-08 00:00:00,2017-03-09 00:00:00,0.0,0.0,0.0
2017-03-09 00:00:00,2017-03-10 00:00:00,0.0,0.0,0.0
2017-03-10 00:00:00,2017-03-11 00:00:00,0.0,0.0,0.0
2017-03-11 00:00:00,2017-03-12 00:00:00,0.0,0.0,0.0
2017-03-12 00:00:00,2017-03-13 00:00:00,0.0,0.0,0.0
2017-03-13 00:00:00,2017-03-14 00:00:00,0.0,0.0,0.0
2017-03-14 00:00:00,2017-03-15 00:00:00,0.4,0.0,0.0
2017-03-15 00:00:00,2017-03-16 00:00:00,8.1,5.5,0.0
2017-03-16 00:00:00,2017-03-17 00:00:00,0.0,3.7,0.0
2017-03-17 00:00:00,2017-03-18 00:00:00,0.0,14.8,0.0
2017-03-18 00:00:00,2017-03-19 00:00:00,0.0,0.0,0.0
2017-03-19 00:00:00,2017-03-20 00:00:00,0.0,0.0,0.0
2017-03-20 00:00:00,2017-03-21 00:00:00,0.0,0.0,0.0
2017-03-21 00:00:00,2017-03-22 00:00:00,70.3,48.0,50.0
2017-03-22 00:00:00,2017-03-23 00:00:00,0.2,0.0,0.0
2017-03-23 00:00:00,2017-03-24 00:00:00,0.0,0.0,0.0
2017-03-24 00:00:00,2017-03-25 00:00:00,0.0,0.0,0.0
2017-03-25 00:00:00,2017-03-26 00:00:00,0.0,0.0,0.0
2017-03-26 00:00:00,2017-03-27 00:00:00,2.0,0.5,6.0
2017-03-27 00:00:00,2017-03-28 00:00:00,2.8,2.8,0.4
2017-03-28 00:00:00,2017-03-29 00:00:00,10.7,15.7,9.1
2017-03-29 00:00:00,2017-03-30 00:00:00,0.0,2.0,0.0
2017-03-30 00:00:00,2017-03-31 00:00:00,17.0,10.5,9.0
2017-03-31 00:00:00,2017-04-01 00:00:00,51.2,9.5,67.0
2017-04-01 00:00:00,2017-04-02 00:00:00,0.3,4.5,0.0
2017-04-02 00:00:00,2017-04-03 00:00:00,51.0,8.5,31.5
2017-04-03 00:00:00,2017-04-04 00:00:00,4.5,13.0,24.3
2017-04-04 00:00:00,2017-04-05 00:00:00,3.5,6.8,10.5
2017-04-05 00:00:00,2017-04-06 00:00:00,0.0,1.6,0.1
2017-04-06 00:00:00,2017-04-07 00:00:00,0.8,1.5,0.0
2017-04-07 00:00:00,2017-04-08 00:00:00,0.2,5.5,15.0
2017-04-08 00:00:00,2017-04-09 00:00:00,17.0,7.5,33.9
2017-04-09 00:00:00,2017-04-10 00:00:00,8.9,8.0,8.6
2017-04-10 00:00:00,2017-04-11 00:00:00,0.1,0.5,0.0
2017-04-11 00:00:00,2017-04-12 00:00:00,0.0,7.0,0.5
2017-04-12 00:00:00,2017-04-13 00:00:00,0.0,0.5,0.0
2017-04-13 00:00:00,2017-04-14 00:00:00,12.0,3.0,11.0
2017-04-14 00:00:00,2017-04-15 00:00:00,0.0,0.4,1.5
2017-04-15 00:00:00,2017-04-16 00:00:00,0.0,0.1,0.0
2017-04-16 00:00:00,2017-04-17 00:00:00,0.0,0.0,0.0
2017-04-17 00:00:00,2017-04-18 00:00:00,0.0,0.0,0.0
2017-04-18 00:00:00,2017-04-19 00:00:00,15.2,10.5,45.5
2017-04-19 00:00:00,2017-04-20 00:00:00,0.3,11.9,1.5
2017-04-20 00:00:00,2017-04-21 00:00:00,1.3,13.6,0.0
2017-04-21 00:00:00,2017-04-22 00:00:00,1.6,0.0,0.0
2017-04-22 00:00:00,2017-04-23 00:00:00,0.2,0.0,0.0
2017-04-23 00:00:00,2017-04-24 00:00:00,10.0,6.3,48.5
2017-04-24 00:00:00,2017-04-25 00:00:00,0.2,4.7,0.5
2017-04-25 00:00:00,2017-04-26 00:00:00,0.2,35.2,0.7
2017-04-26 00:00:00,2017-04-27 00:00:00,0.0,7.8,1.8
2017-04-27 00:00:00,2017-04-28 00:00:00,0.0,0.0,0.0
2017-04-28 00:00:00,2017-04-29 00:00:00,0.0,0.0,0.0
2017-04-29 00:00:00,2017-04-30 00:00:00,0.0,0.0,0.0
2017-04-30 00:00:00,2017-05-01 00:00:00,0.0,0.0,0.0
2017-05-01 00:00:00,2017-05-02 00:00:00,0.0,0.0,2.0
2017-05-02 00:00:00,2017-05-03 00:00:00,0.0,0.0,0.0
2017-05-03 00:00:00,2017-05-04 00:00:00,2.8,5.5,5.0
2017-05-04 00:00:00,2017-05-05 00:00:00,0.2,53.5,3.5
2017-05-05 00:00:00,2017-05-06 00:00:00,0.0,0.0,0.0
2017-05-06 00:00:00,2017-05-07 00:00:00,0.0,0.5,0.0
2017-05-07 00:00:00,2017-05-08 00:00:00,12.7,7.3,12.2
2017-05-08 00:00:00,2017-05-09 00:00:00,22.0,28.9,12.4
2017-05-09 00:00:00,2017-05-10 00:00:00,5.8,10.8,4.9
2017-05-10 00:00:00,2017-05-11 00:00:00,82.7,58.0,40.2
2017-05-11 00:00:00,2017-05-12 00:00:00,0.7,3.8,1.5
2017-05-12 00:00:00,2017-05-13 00:00:00,9.1,14.2,7.3
2017-05-13 00:00:00,2017-05-14 00:00:00,0.5,7.5,0.0
2017-05-14 00:00:00,2017-05-15 00:00:00,0.0,0.0,0.4
2017-05-15 00:00:00,2017-05-16 00:00:00,0.0,0.0,0.1
2017-05-16 00:00:00,2017-05-17 00:00:00,1.0,25.5,0.0
2017-05-17 00:00:00,2017-05-18 00:00:00,0.0,0.0,0.0
2017-05-18 00:00:00,2017-05-19 00:00:00,0.5,0.0,2.0
2017-05-19 00:00:00,2017-05-20 00:00:00,0.0,0.0,0.0
2017-05-20 00:00:00,2017-05-21 00:00:00,0.0,0.0,0.0
2017-05-21 00:00:00,2017-05-22 00:00:00,0.0,0.0,0.0
2017-05-22 00:00:00,2017-05-23 00:00:00,0.4,1.5,0.5
2017-05-23 00:00:00,2017-05-24 00:00:00,0.9,7.3,3.1
2017-05-24 00:00:00,2017-05-25 00:00:00,5.0,4.1,5.8
2017-05-25 00:00:00,2017-05-26 00:00:00,1.1,0.6,4.6
2017-05-26 00:00:00,2017-05-27 00:00:00,2.5,12.0,23.0
2017-05-27 00:00:00,2017-05-28 00:00:00,0.5,0.0,0.0
2017-05-28 00:00:00,2017-05-29 00:00:00,0.0,0.0,0.0
2017-05-29 00:00:00,2017-05-30 00:00:00,5.7,7.8,34.8
2017-05-30 00:00:00,2017-05-31 00:00:00,1.2,1.1,1.6
2017-05-31 00:00:00,2017-06-01 00:00:00,56.6,42.1,16.1
2017-06-01 00:00:00,2017-06-02 00:00:00,0.0,3.8,10.0
2017-06-02 00:00:00,2017-06-03 00:00:00,0.0,3.2,0.0
2017-06-03 00:00:00,2017-06-04 00:00:00,0.5,0.4,0.5
2017-06-04 00:00:00,2017-06-05 00:00:00,5.5,7.6,8.5
2017-06-05 00:00:00,2017-06-06 00:00:00,0.0,0.0,0.0
2017-06-06 00:00:00,2017-06-07 00:00:00,0.0,0.0,0.0
2017-06-07 00:00:00,2017-06-08 00:00:00,0.0,0.0,0.0
2017-06-08 00:00:00,2017-06-09 00:00:00,0.0,2.5,0.0
2017-06-09 00:00:00,2017-06-10 00:00:00,31.5,0.0,0.7
2017-06-10 00:00:00,2017-06-11 00:00:00,13.0,1.5,32.8
2017-06-11 00:00:00,2017-06-12 00:00:00,18.5,0.0,21.0
2017-06-12 00:00:00,2017-06-13 00:00:00,0.0,0.0,0.0
2017-06-13 00:00:00,2017-06-14 00:00:00,42.5,10.0,19.3
2017-06-14 00:00:00,2017-06-15 00:00:00,0.0,0.0,0.2
2017-06-15 00:00:00,2017-06-16 00:00:00,34.5,39.3,9.5
2017-06-16 00:00:00,2017-06-17 00:00:00,0.0,0.2,0.0
2017-06-17 00:00:00,2017-06-18 00:00:00,0.0,9.5,0.5
2017-06-18 00:00:00,2017-06-19 00:00:00,0.0,0.0,0.0
2017-06-19 00:00:00,2017-06-20 00:00:00,13.5,2.0,28.6
2017-06-20 00:00:00,2017-06-21 00:00:00,3.4,2.0,45.2
2017-06-21 00:00:00,2017-06-22 00:00:00,0.1,0.0,1.3
2017-06-22 00:00:00,2017-06-23 00:00:00,0.0,0.0,1.9
2017-06-23 00:00:00,2017-06-24 00:00:00,0.0,0.0,5.5
2017-06-24 00:00:00,2017-06-25 00:00:00,1.8,0.0,0.0
2017-06-25 00:00:00,2017-06-26 00:00:00,6.2,2.5,3.0
2017-06-26 00:00:00,2017-06-27 00:00:00,5.3,8.3,1.8
2017-06-27 00:00:00,2017-06-28 00:00:00,1.7,0.7,1.7
2017-06-28 00:00:00,2017-06-29 00:00:00,47.7,22.8,18.3
2017-06-29 00:00:00,2017-06-30 00:00:00,4.2,23.6,9.6
2017-06-30 00:00:00,2017-07-01 00:00:00,2.1,1.1,2.6
2017-07-01 00:00:00,2017-07-02 00:00:00,0.0,0.0,0.0
2017-07-02 00:00:00,2017-07-03 00:00:00,0.8,7.0,17.9
2017-07-03 00:00:00,2017-07-04 00:00:00,31.7,7.0,36.1
2017-07-04 00:00:00,2017-07-05 00:00:00,0.0,0.0,0.0
2017-07-05 00:00:00,2017-07-06 00:00:00,0.0,0.0,0.0
2017-07-06 00:00:00,2017-07-07 00:00:00,0.0,0.0,0.0
2017-07-07 00:00:00,2017-07-08 00:00:00,5.3,0.5,27.2
2017-07-08 00:00:00,2017-07-09 00:00:00,0.2,6.0,0.3
2017-07-09 00:00:00,2017-07-10 00:00:00,29.0,30.0,31.0
2017-07-10 00:00:00,2017-07-11 00:00:00,1.0,5.0,0.5
2017-07-11 00:00:00,2017-07-12 00:00:00,0.5,1.0,0.5
2017-07-12 00:00:00,2017-07-13 00:00:00,2.0,1.0,2.5
2017-07-13 00:00:00,2017-07-14 00:00:00,5.5,7.5,7.5
